Timestamp,Firm exit status,Do you have your CPA license?,How many years of experience in accounting do you have? (If none please skip),What is your current salary + bonus in USD? (Example Format: 50000) (If none please skip),"If you have exited a public accounting firm, how many years did you work in public accounting before exiting? (Please skip if this doesn't apply to you)",What industry do you work in?,What COL is your region?,Where do you live?,Gender,What is your line of service? (Or was in the case of those who have exited),How many hours do you currently work per week on average? 
7/29/2020 15:59:05,I have already exited from a Big 4 Accounting firm,No,3,"72,000",1,Medical,Medium,United States,Female,Audit,
8/3/2020 14:23:17,I have already exited from a mid-tier or local accounting firm,Yes,3,80000,3,Energy,Low,United States,Male,Audit,40
8/3/2020 22:52:50,I have never worked at a public accounting firm,No,3,125000,,Finance,High,United States,Female,Advisory - Transaction Services/Financial Due Diligence/Corporate Finance/Restructuring,40
8/4/2020 5:01:59,I am currently working at a mid-tier or local accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,3,63000,,Public Accounting,High,United States,Female,Tax,50
8/4/2020 13:39:17,I am currently working at a Big 4 accounting firm,Yes,3,67000,,Public Accounting,High,United States,Male,Audit,46
8/4/2020 18:59:18,I am currently working at a Big 4 accounting firm,Yes,3,65000,,Public Accounting,High,United States,Female,Audit,55
8/4/2020 23:02:19,I am currently working at a Big 4 accounting firm,Yes,3,70500,,Public Accounting,Medium,United States,Male,Audit,50
8/5/2020 6:36:18,I am currently working at a Big 4 accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,3,54000,,Public Accounting,Medium,Australia/New Zealand,Male,Audit,55
8/5/2020 16:29:07,I am currently working at a mid-tier or local accounting firm,No,3,71000,,Public Accounting,Medium,United States,Male,Tax,45
8/5/2020 16:31:20,I am currently working at a mid-tier or local accounting firm,No,3,71000,,Public Accounting,Medium,United States,Male,Tax,45
8/5/2020 22:29:24,I am currently working at a Big 4 accounting firm,Yes,3,70000,,Public Accounting,Medium,United States,Male,Audit,40
8/7/2020 8:53:21,I am currently working at a mid-tier or local accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,3,59400,,Public Accounting,Low,United States,Male,Tax,40
8/7/2020 11:44:49,I am currently working at a mid-tier or local accounting firm,Yes,3,66675,,Public Accounting,Medium,United States,Male,Audit,45
8/7/2020 14:25:59,I am currently working at a Big 4 accounting firm,No,3,120000,,Technology,,United States,Male,Tax,40
8/7/2020 15:22:19,I am currently working at a Big 4 accounting firm,Yes,3,79000,,Public Accounting,Medium,United States,Male,Advisory - Transaction Services/Financial Due Diligence/Corporate Finance/Restructuring,50
8/7/2020 17:20:19,I am currently working at a Big 4 accounting firm,Yes,3,90000,,Public Accounting,High,United States,Male,Tax,45
8/7/2020 17:53:21,I am currently working at a mid-tier or local accounting firm,Yes,3,97000,,Public Accounting,High,United States,Male,Advisory - Transaction Services/Financial Due Diligence/Corporate Finance/Restructuring,50
8/7/2020 18:21:35,I am currently working at a Big 4 accounting firm,Yes,3,65000,,Public Accounting,Low,United States,Male,Tax,48
8/8/2020 10:58:43,I am currently working at a mid-tier or local accounting firm,Yes,3,70000,,Public Accounting,Medium,United States,Male,Audit,45
8/8/2020 19:24:36,I have never worked at a public accounting firm,No,3,42000,,Government,Low,United States,Male,Advisory - Other,40
8/8/2020 19:27:22,I have never worked at a public accounting firm,No,3,42000,,Government,Low,United States,Male,Advisory - Other,40
8/9/2020 11:06:07,I am currently working at a Big 4 accounting firm,No,3,32500,,Public Accounting,,EU,Male,Audit,45
8/10/2020 3:24:08,I have never worked at a public accounting firm,No,3,95000,,Technology,High,United States,Male,,35
8/10/2020 6:55:53,I am currently working at a mid-tier or local accounting firm,No,3,93000,,Public Accounting,High,United States,Male,Audit,55
8/10/2020 11:35:27,I am currently working at a mid-tier or local accounting firm,No,3,46600,,Public Accounting,High,United States,Female,Tax,40
8/10/2020 20:48:16,I am currently working at a mid-tier or local accounting firm,No,3,65000,,Public Accounting,Medium,United States,Male,Tax,40
8/10/2020 21:18:43,I have never worked at a public accounting firm,No,3,52000,,Medical,Medium,United States,Male,,50
8/11/2020 12:58:38,I am currently working at a mid-tier or local accounting firm,No,3,76000,,Finance,Medium,United States,Male,Advisory - Risk/IT Advisory,42
8/11/2020 18:45:27,I am currently working at a mid-tier or local accounting firm,No,3,63100,,Public Accounting,Medium,United States,Male,Tax,40
8/11/2020 22:06:39,I have already exited from a mid-tier or local accounting firm,No,3,52000,2,Finance,High,United States,Male,Tax,40
8/12/2020 0:10:07,I am currently working at a mid-tier or local accounting firm,Yes,3,64000,,Public Accounting,High,United States,Male,Tax,60
8/12/2020 0:14:42,I am currently working at a mid-tier or local accounting firm,Yes,3,71000,,Public Accounting,High,United States,Male,Tax,45
8/12/2020 0:20:47,I am currently working at a mid-tier or local accounting firm,Yes,3,72000,,Public Accounting,High,United States,Male,Tax,60
8/12/2020 0:24:35,I am currently working at a Big 4 accounting firm,No,3,61000,,Public Accounting,Medium,United States,Male,Audit,45
8/12/2020 7:56:59,I have never worked at a public accounting firm,Yes,3,75000,,Government,Medium,Canada,Male,Audit,37.5
7/29/2020 22:39:56,I am currently working at a Big 4 accounting firm,Yes,3.3,46700,,Public Accounting,High,Australia/New Zealand,Male,Audit,
7/28/2020 19:25:20,I have never worked at a public accounting firm,Yes,3.5,"64,000",,Government,High,United States,Female,Audit,
7/28/2020 20:20:13,I am currently working at a Big 4 accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,3.5,4500,,Public Accounting,High,South East Asia,Female,Audit,
7/28/2020 23:35:07,I have never worked at a public accounting firm,No,3.5,"60,000",,Medical,Medium,United States,Female,,
7/29/2020 6:43:08,I am currently working at a mid-tier or local accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,3.5,67500,,Public Accounting,High,Canada,Male,Tax,
7/29/2020 9:57:14,I have already exited from a mid-tier or local accounting firm,Yes,3.5,77050,2.5,Other,Medium,United States,Male,Audit,
7/30/2020 5:41:15,I have already exited from a Big 4 Accounting firm,Yes,3.5,86000,3,Finance,High,Australia/New Zealand,Male,Audit,
7/31/2020 13:54:26,I have already exited from a Big 4 Accounting firm,No,3,110000,3,Technology,High,United States,Male,Advisory - Risk/IT Advisory,35
8/4/2020 1:30:35,I am currently working at a mid-tier or local accounting firm,Yes,3.5,80000,,Public Accounting,High,United States,Female,Tax,45
8/4/2020 12:16:17,I am currently working at a mid-tier or local accounting firm,No,3.5,72500,,Public Accounting,Medium,United States,Male,Tax,45
8/6/2020 9:05:59,I have never worked at a public accounting firm,No,3.5,70000,,Other,Medium,United States,Male,Managerial,35
8/9/2020 22:47:00,I am currently working at a mid-tier or local accounting firm,Yes,3.5,55000,,Public Accounting,High,Canada,Female,Audit,35
8/3/2020 19:48:43,I am currently working at a mid-tier or local accounting firm,Yes,3.67,66500,,Public Accounting,Low,United States,Male,Tax,47
7/31/2020 15:23:14,I have already exited from a mid-tier or local accounting firm,Yes,3.75,115000,2.5,Technology,High,United States,Male,Audit,43
7/28/2020 19:28:02,I am currently working at a Big 4 accounting firm,Yes,4,80000,,Public Accounting,Medium,United States,Male,Tax,
7/28/2020 19:46:26,I am currently working at a Big 4 accounting firm,Yes,4,87000,,Public Accounting,High,Canada,Male,Advisory - Valuations,
7/28/2020 20:02:13,I have never worked at a public accounting firm,No,4,53000,,Other,Medium,Canada,Male,Financial accounting,
7/28/2020 20:08:52,I have never worked at a public accounting firm,No,4,75000,,Other,High,United States,Male,Industry,
7/28/2020 20:24:19,I am currently working at a Big 4 accounting firm,No,4,77500,,Public Accounting,Medium,United States,Male,Tax,
7/28/2020 20:56:07,I have already exited from a mid-tier or local accounting firm,No,4,75000,1,Medical,Medium,United States,Male,FSO,
7/28/2020 21:22:08,I am currently working at a mid-tier or local accounting firm,No,4,69000,,Other,High,United States,Male,Advisory - Other,
7/28/2020 21:40:02,I am currently working at a Big 4 accounting firm,Yes,4,60000,,Public Accounting,Medium,United States,Male,Tax,
7/28/2020 22:19:13,I am currently working at a Big 4 accounting firm,No,4,84000,,Public Accounting,Medium,United States,Male,Advisory - Risk/IT Advisory,
7/28/2020 22:25:06,I have never worked at a public accounting firm,Yes,4,80000,,Manufacturing,High,United States,Male,,
7/28/2020 22:29:17,I am currently working at a Big 4 accounting firm,Yes,4,84000,,Public Accounting,High,United States,Male,Advisory - Risk/IT Advisory,
7/28/2020 22:35:11,I am currently working at a mid-tier or local accounting firm,Yes,4,80000,,Public Accounting,High,United States,Male,Audit,
7/28/2020 22:44:08,I am currently working at a mid-tier or local accounting firm,Yes,4,71000,,Public Accounting,Medium,United States,Male,Audit,
7/28/2020 22:55:55,I am currently working at a mid-tier or local accounting firm,Yes,4,120000,3,Public Accounting,,Canada,Male,Advisory - Risk/IT Advisory,
7/28/2020 23:08:01,I am currently working at a Big 4 accounting firm,Yes,4,82000,,Other,High,United States,Female,Advisory - Risk/IT Advisory,
7/28/2020 23:38:36,I have never worked at a public accounting firm,No,4,"70,000",,Hospitality,Medium,United States,Female,General staff,
7/28/2020 23:48:37,I have never worked at a public accounting firm,No,4,"80,000",,Other,Medium,United States,Male,,
7/28/2020 23:49:49,I have never worked at a public accounting firm,No,4,"80,000",,Other,Medium,United States,Male,,
7/29/2020 0:08:10,I am currently working at a mid-tier or local accounting firm,No,4,67000,,Public Accounting,Medium,United States,,Tax,
7/31/2020 1:57:18,I have already exited from a Big 4 Accounting firm,No,3,62500,0.5,Other,High,United States,Male,Audit,50
7/29/2020 2:24:15,I am currently working at a Big 4 accounting firm,Yes,4,82000,,Public Accounting,Medium,United States,Male,Tax,
7/29/2020 3:04:12,I have already exited from a mid-tier or local accounting firm,Yes,4,99000,3,Finance,Medium,United States,Male,Audit,
7/29/2020 4:19:11,I have already exited from a Big 4 Accounting firm,Yes,4,110000,3,Finance,High,Australia/New Zealand,Male,Audit,
7/29/2020 6:13:17,I am currently working at a Big 4 accounting firm,No,4,90000,,Public Accounting,High,United States,Male,Tax,
7/29/2020 6:13:21,I am currently working at a Big 4 accounting firm,Yes,4,78000,,Public Accounting,Low,United States,Male,Advisory - Risk/IT Advisory,
7/29/2020 6:26:12,I am currently working at a mid-tier or local accounting firm,No,4,£27000,,Manufacturing,Medium,EU,Male,Audit,
7/29/2020 6:33:39,I am currently working at a mid-tier or local accounting firm,Yes,4,69000,,Public Accounting,Medium,United States,Male,Tax,
7/29/2020 7:17:14,I have already exited from a mid-tier or local accounting firm,Yes,4,110000,4,Technology,Medium,United States,Other,Tax,
7/29/2020 9:37:39,I have never worked at a public accounting firm,No,4,53000,,Government,High,United States,Male,,
7/29/2020 9:39:41,I am currently working at a mid-tier or local accounting firm,Yes,4,60000,,Public Accounting,High,Australia/New Zealand,Male,Advisory - Transaction Services/Financial Due Diligence/Corporate Finance/Restructuring,
7/29/2020 9:44:43,I am currently working at a Big 4 accounting firm,No,4,72000,,Public Accounting,High,Canada,Prefer not to say,Advisory - Other,
7/29/2020 11:21:58,I have never worked at a public accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,4,70000,,Government,Medium,Canada,Male,Audit,
7/29/2020 11:59:42,I have never worked at a public accounting firm,No,4,62000,,Hospitality,,United States,Female,,
7/29/2020 12:51:06,I have already exited from a mid-tier or local accounting firm,Yes,4,77500,3,Government,Medium,United States,Male,Audit,
7/29/2020 14:21:07,I am currently working at a Big 4 accounting firm,No,4,154000,,Public Accounting,Low,United States,Male,Tax,
7/29/2020 18:35:59,I have never worked at a public accounting firm,Yes,4,100000,,Manufacturing,Low,United States,Male,,
7/29/2020 20:55:26,I have never worked at a public accounting firm,No,4,53000,,Other,Medium,United States,Male,,
7/29/2020 21:15:22,I have never worked at a public accounting firm,Yes,4,55000,,Government,High,Canada,Male,Audit,
7/29/2020 22:52:41,I am currently working at a Big 4 accounting firm,No,4,90000,,Finance,High,United States,Male,Advisory - Transaction Services/Financial Due Diligence/Corporate Finance/Restructuring,
7/29/2020 23:03:28,I am currently working at a Big 4 accounting firm,Yes,4,78000,,Public Accounting,High,United States,Male,Audit,
7/29/2020 23:09:16,I am currently working at a Big 4 accounting firm,Yes,4,75000,,Public Accounting,Medium,United States,Male,Tax,
7/29/2020 23:48:53,I am currently working at a mid-tier or local accounting firm,Yes,4,70000,,Public Accounting,Low,United States,Male,Tax,
7/29/2020 23:56:30,I am currently working at a Big 4 accounting firm,Yes,4,55240,,Public Accounting,High,Australia/New Zealand,Female,Enterprise (Business Advisory Services),
7/30/2020 0:18:51,I have already exited from a mid-tier or local accounting firm,No,4,55000,1.5,Other,Medium,United States,Female,Tax,
7/30/2020 0:51:28,I am currently working at a Big 4 accounting firm,No,4,85000,,Finance,High,United States,Male,Audit,
7/30/2020 1:33:30,I have already exited from a mid-tier or local accounting firm,Yes,4,55000,4,Government,Low,Canada,Male,Tax,
7/30/2020 2:26:41,I am currently working at a Big 4 accounting firm,No,4,45085,,Public Accounting,High,EU,Male,Audit,
7/30/2020 2:27:46,I am currently working at a Big 4 accounting firm,No,4,45085,,Public Accounting,High,EU,Male,Audit,
7/30/2020 2:36:58,I am currently working at a Big 4 accounting firm,Yes,4,60000,,Public Accounting,High,EU,Female,Advisory - Other,
7/30/2020 4:27:28,I am currently working at a Big 4 accounting firm,Yes,4,54000,,Public Accounting,High,EU,Male,Audit,
7/30/2020 6:16:34,I am currently working at a Big 4 accounting firm,Yes,4,90000,,Public Accounting,Medium,United States,Male,Advisory - Transaction Services/Financial Due Diligence/Corporate Finance/Restructuring,
